aba,origem,panel_name,schema_tabelas,schema_tabelas_secundarias,status,tabelas,tabelas_secundarias,workspace
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_data,null,base_completa_campanhas_outubro,churn_maior_nov_controle,Growth
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_data,null,base_completa_campanhas_outubro,nunca_ativaram_controle,Growth
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_data,null,base_completa_campanhas_outubro,controle_acessaram,Growth
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_data,null,base_completa_campanhas_outubro,controle_pix_off_us,Growth
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_acquisition,null,base_completa_campanhas_outubro,Base_IS_nunca_ativaram_e_churn90,Growth
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_operations,null,base_completa_campanhas_outubro,beesbank_customers_segmentation_simulacao,Growth
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_operations,null,base_completa_campanhas_outubro,beesbank_customers_segmentation_historico,Growth
silver_power_bi_growth,PediaoRafa,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_data,null,base_completa_campanhas_outubro,full_balance_changes,Growth
silver_power_bi_growth,TimeBeesBank,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_data,null,base_completa_campanhas_outubro,match_ambev_edv,Growth
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_sandbox_excel,null,base_completa_campanhas_outubro,base_ativa_wallet,Growth
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_data,null,base_completa_campanhas_outubro,base_total_growth_novembro,Growth
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_data,donus_kitchen_data,null,base_completa_campanhas_outubro,base_total_growth_novembro_final,Growth
silver_power_bi_growth,PediaoRafa,Acompanhamento Campanhas,donus_kitchen_sandbox_excel,donus_kitchen_data,null,kpis_pix_ambev_on_us,full_balance_changes,Growth
silver_power_bi_growth,PediaoRafa,Acompanhamento Campanhas,donus_kitchen_sandbox_excel,donus_kitchen_data,null,kpis_PIX_QR,full_balance_changes,Growth
silver_power_bi_growth,#N/A,Acompanhamento Campanhas,donus_kitchen_sandbox_excel,donus_kitchen_cx,null,kpis_pague_direto,tickets_zendesk,Growth
silver_power_bi_growth,PediaoRafa,Acompanhamento Campanhas,donus_kitchen_sandbox_excel,donus_kitchen_data,null,kpis_pague_direto,full_balance_changes,Growth
silver_power_bi_growth,PediaoRafa,Acompanhamento Campanhas,donus_kitchen_sandbox_excel,donus_kitchen_data,null,kpis_boleto_ambev,full_balance_changes,Growth
silver_power_bi_growth,#N/A,Lifecycle - Acomp,donus_kitchen_data,donus_kitchen_sandbox_excel,null,lifecycle_acomp,kpis_wallet,Growth
silver_power_bi_growth,PediaoRafa,Lifecycle - Acomp,donus_kitchen_sandbox_excel,donus_kitchen_data,null,kpis_wallet,full_balance_changes,Growth
silver_power_bi_growth,tabelasmapeadas,Lifecycle - Acomp,donus_kitchen_data,donus_serving,null,lifecycle_acomp,donus_customer,Growth
silver_power_bi_growth,PediaoRafa,Cashback x TPV Com Receita,donus_kitchen_acquisition,donus_kitchen_data,null,entrada_cashback,full_balance_changes,Growth
silver_power_bi_growth,PediaoRafa,Cashback x TPV Com Receita,donus_kitchen_acquisition,donus_kitchen_data,null,saida_cashback,full_balance_changes,Growth
silver_power_bi_growth,PediaoRafa,Cashback x TPV Com Receita,donus_kitchen_acquisition,donus_kitchen_data,null,tpv_comp_cashback,full_balance_changes,Growth
silver_power_bi_acquiring,null,Vendas POS,donus_kitchen_core,donus_kitchen,false,vw_pos_onboarding,pos_onboarding_posregistrationdocument,Core
silver_power_bi_acquiring,null,Vendas POS,donus_kitchen_core,donus_kitchen,false,vw_pos_onboarding,adiq_onboarding,Core
silver_power_bi_acquiring,null,Vendas POS,donus_kitchen_core,donus_kitchen,false,vw_pos_onboarding,adiq_seller_list,Core
silver_power_bi_acquiring,null,Vendas POS,donus_kitchen_core,donus_kitchen_governance,false,vw_pos_onboarding,keys,Core
silver_power_bi_acquiring,null,Vendas POS,donus_kitchen_core,donus_kitchen_data,false,vw_pos_onboarding,ambev_segment_and_level,Core
silver_power_bi_acquiring,null,POS - Evolução CR,donus_kitchen_core,donus_kitchen_logistics,false,contact_rate_pos,calendario,Core
silver_power_bi_acquiring,null,POS - Evolução CR,donus_kitchen_core,donus_serving,false,contact_rate_pos,donus_customer,Core
silver_power_bi_acquiring,null,POS - Evolução CR,donus_kitchen_core,donus_kitchen_data,false,contact_rate_pos,full_balance_changes,Core
silver_power_bi_acquiring,null,POS - Evolução CR,donus_kitchen_core,donus_kitchen_cx,false,contact_rate_pos,tickets_zendesk,Core
silver_power_bi_acquiring,null,POS - Evolução Churn,donus_kitchen_core,donus_kitchen_data,false,churn_pos_diario,full_balance_changes,Core
silver_power_bi_acquiring,null,POS - Churn Adiq,donus_kitchen_sandbox_excel,donus_kitchen_data,false,kpis_transacional_pos_adiq,full_balance_changes,Core
silver_power_bi_acquiring,null,POS - Churn Adiq,donus_kitchen_sandbox_excel,donus_kitchen_finance,false,kpis_transacional_pos_adiq,vw_rentabilidade_ltv_top_up,Core
silver_power_bi_acquiring,null,POS - Churn Semanal Adiq,donus_kitchen_core,donus_kitchen_data,false,vw_weekly_pos_adiq,full_balance_changes,Core
silver_power_bi_acquiring,null,POS - Churn Semanal Adiq,donus_kitchen_core,donus_kitchen_governance,false,vw_weekly_pos_adiq,keys,Core
silver_power_bi_acquiring,null,POS - Churn Semanal Adiq,donus_kitchen_core,donus_serving,false,vw_weekly_pos_adiq,donus_customer,Core
silver_power_bi_acquiring,null,Monitoramento Liquidação Adiq,donus_kitchen_core,donus_kitchen,false,maintance_liq_adiq_v2,adiq_synthetic_statement,Core
silver_power_bi_acquiring,null,Monitoramento Liquidação Adiq,donus_kitchen_core,donus_kitchen,false,maintance_liq_adiq_v2,adiq_seller_list,Core
silver_power_bi_acquiring,null,Monitoramento Liquidação Adiq,donus_kitchen_core,donus_serving,false,maintance_liq_adiq_v2,donus_customer,Core
silver_power_bi_acquiring,null,Monitoramento Liquidação Adiq,donus_kitchen_core,donus_serving,false,maintance_liq_adiq_v2,finance_balance_changes,Core
silver_power_bi_acquiring,null,Monitoramento Liquidação Adiq,donus_kitchen_core,donus_kitchen,false,maintance_liq_adiq_dupli,adiq_seller_list,Core
silver_power_bi_acquiring,null,CRM Overview - POS,donus_kitchen_lifecycle,donus_kitchen_data,false,vw_clientes_formados,full_balance_changes,Lifecycle
silver_power_bi_acquiring,null,CRM Overview - POS,donus_kitchen_lifecycle,donus_serving,false,vw_clientes_formados,donus_customer,Lifecycle
silver_power_bi_acquiring,null,CRM Overview - POS,donus_kitchen_lifecycle,donus_kitchen_data,false,crm_overview_tpv_pos,full_balance_changes,Lifecycle
silver_power_bi_acquiring,null,CRM Overview - POS,donus_kitchen_logistics,-,false,logistica_funil_adiq_geral,null,Lifecycle
silver_power_bi_acquiring,null,CRM Overview - POS,donus_kitchen_data,donus_kitchen_data,false,canal_pos_adiq,credenciados_donus,Lifecycle
silver_power_bi_acquiring,null,CRM Overview - POS,donus_kitchen_core,donus_kitchen_core,false,beesbank_customer_cielo,monitoramento_cielo_to_adiq,Lifecycle
silver_power_bi_acquiring,null,CRM Overview - POS,donus_kitchen_core,donus_serving,false,beesbank_customer_cielo,donus_customer,Lifecycle
silver_power_bi_acquiring,null,CRM Overview - POS,donus_kitchen_sandbox_excel,donus_kitchen_data,false,kpis_transacional_pos_adiq,full_balance_changes,Lifecycle
silver_power_bi_acquiring,null,CRM Overview - POS,donus_kitchen_sandbox_excel,donus_kitchen_finance,false,kpis_transacional_pos_adiq,vw_rentabilidade_ltv_top_up,Lifecycle
silver_power_bi_acquiring,null,CRM Overview - POS,donus_kitchen_core,donus_kitchen_partnerships,false,beesbank_customer_zeseller,cadastral_consolidada_parceiros,Lifecycle
silver_power_bi_acquiring,null,Aceite de Venda da POS - App,donus_kitchen_data,donus_kitchen,false,pos_app_registration,pos_onboarding_posregistrationdocument,Core
silver_power_bi_acquiring,null,Aceite de Venda da POS - App,donus_kitchen_data,donus_serving,false,pos_app_registration,donus_customer,Core
silver_power_bi_acquiring,null,Aceite de Venda da POS - App,donus_kitchen_sandbox_excel,donus_kitchen_data,false,kpis_transacional_pos_adiq,full_balance_changes,Core
silver_power_bi_acquiring,null,Aceite de Venda da POS - App,donus_kitchen_sandbox_excel,donus_kitchen_finance,false,kpis_transacional_pos_adiq,vw_rentabilidade_ltv_top_up,Core
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen_digital,false,vw_churn_ttv_ambev,vw_ambev_ttv_mensal donus_kitchen_data,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen_data,false,vw_elegiveis_cashback,full_balance_changes,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen_finance,false,vw_ltv_cashback,vw_rentabilidade_ltv2,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen_data,false,vw_mau_cashback,full_balance_changes,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen_digital,false,vw_nprodutos_cashback,vw_cashback_vg,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen_data,false,vw_pagambev,full_balance_changes,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen_data,false,vw_pagambev_cashback,full_balance_changes,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen,false,vw_percentual_cashback,ambev_xml_payment,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen_digital,false,vw_tkt_medio_cashback,vw_pagambev_cashback,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen_data,false,vw_tpv_medio_cashback,full_balance_changes,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen_data,false,vw_ttv_cashback,ttv_ambev,Digital Account & Engagement
silver_power_bi_conta_digital,#N/A,Painel Cashback,donus_kitchen_digital,donus_kitchen,false,vw_percentual_cashback_bill_ambev,banking_payment_slip_payment_slip,Digital Account & Engagement
silver_power_bi_credito,Nãoacheionotebook,Curto Prazo,donus_kitchen_credit,donus_serving,false,visao_cp_atual,dataset_ambev_invoices,Credit
silver_power_bi_credito,#N/A,Curto Prazo,donus_kitchen_credit,donus_kitchen_operations,false,visao_cp_atual,ambev_setores_censitarios_estrato_social_renda,Credit
silver_power_bi_credito,Nãoacheionotebook,Curto Prazo,donus_kitchen_credit,donus_serving,false,cp_total,dataset_ambev_invoices,Credit
silver_power_bi_credito,#N/A,Curto Prazo,donus_kitchen_credit,donus_kitchen_operations,false,cp_total,ambev_setores_censitarios_estrato_social_renda,Credit
silver_power_bi_credito,#N/A,Curto Prazo,donus_kitchen_credit,donus_kitchen_credit,false,clientes_inadimplentes,cp_total,Credit
silver_power_bi_credito,Nãoacheionotebook,Curto Prazo,donus_kitchen_credit,donus_serving,false,tabela_thomas,dataset_ambev_invoices,Credit
silver_power_bi_credito,Bifrost(KafkaBeesBankqueextraidoPromax),Curto Prazo,donus_kitchen_credit,donus_kitchen,false,elegibilidade,beesbank_ambev_invoice,Credit
silver_power_bi_credito,#N/A,Curto Prazo,donus_kitchen_credit,donus_kitchen_credit,false,carteira_ativa_historica_cp_contrato,cp_total,Credit
silver_power_bi_credito,#N/A,Curto Prazo,donus_kitchen_credit,donus_kitchen_credit,false,carteira_ativa_historica_cp,cp_total,Credit
silver_power_bi_credito,#N/A,Curto Prazo,donus_kitchen_credit,donus_kitchen_credit,false,carteira_ativa_historica_cp_diaria,cp_total,Credit
silver_power_bi_credito,#N/A,Curto Prazo,donus_kitchen_credit,donus_kitchen_credit,false,lgd_cp,carteira_ativa_historica_cp_contrato,Credit
silver_power_bi_credito,#N/A,Curto Prazo,donus_kitchen_credit,donus_kitchen_credit,false,rolagem_cp,visao_cp_atual,Credit
silver_power_bi_credito,#N/A,Curto Prazo,donus_kitchen_credit,donus_kitchen_credit,false,saldo_cp,carteira_ativa_historica_cp_contrato,Credit
silver_power_bi_credito,Nãoacheionotebook,CP - Visão Produtos,donus_kitchen_credit,donus_serving,false,kpi_produtos,dataset_ambev_invoices,Credit
silver_power_bi_credito,#N/A,CP - Visão Produtos,donus_kitchen_credit,donus_kitchen,false,kpi_produtos,de_para_perfil_nge,Credit
silver_power_bi_credito,#N/A,CP - Visão Produtos,donus_kitchen_credit,donus_kitchen_credit,false,nps_credito,cp_total,Credit
silver_power_bi_credito,#N/A,CP - Visão Produtos,donus_kitchen_credit,donus_kitchen_cx,false,nps_credito,nps_cluster,Credit
silver_power_bi_credito,#N/A,CP - Visão Produtos,donus_kitchen_credit,donus_kitchen_cx,false,motivos_cr_credito,motivos_de_chamados,Credit
silver_power_bi_credito,#N/A,CP - Visão Produtos,donus_kitchen_credit,donus_kitchen_cx,false,cr_credito,contact_rate,Credit
silver_power_bi_credito,#N/A,CP - Visão Produtos,donus_kitchen_credit,donus_kitchen_credit,false,vw_churn_curtoprazo,carteira_ativa_historica_cp_contrato,Credit
silver_power_bi_credito,#N/A,CP - Visão Produtos,donus_kitchen_credit,donus_kitchen_credit,false,vw_churn_curtoprazo,vw_clientes_curtoprazo,Credit
silver_power_bi_credito,#N/A,CP - Visão Produtos,donus_kitchen_credit,donus_kitchen_credit,false,vw_clientes_curtoprazo,visao_cp_atual,Credit
silver_power_bi_fraud_prev_strategy,#N/A,Consultas Rápidas,donus_kitchen,null,false,banking_integrations_view_statement_donus,null,Fraud Prevention
silver_power_bi_fraud_prev_strategy,#N/A,Consultas Rápidas,donus_kitchen_risk,null,false,vw_teds,null,Fraud Prevention
silver_power_bi_fraud_prev_strategy,#N/A,Cartão de Débito,donus_kitchen,null,false,donus_card_transactions_transaction_history,null,Fraud Prevention
silver_power_bi_fraud_prev_strategy,#N/A,Cartão de Débito,donus_kitchen,null,false,donus_card_transactions_transaction,null,Fraud Prevention
silver_power_bi_fraud_prev_strategy,#N/A,Cartão de Débito,donus_kitchen_risk,null,false,vw_mcc_description_category,null,Fraud Prevention
