createdAt,description,format,id,lastModified,location,minReaderVersion,minWriterVersion,name,numFiles,sizeInBytes
2022-08-11T15:09:48.859Z,,delta,809bf572-7e0b-4d97-a0f3-3a548be90dcd,2023-01-08T15:43:34.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fidc_lp_rolagem_faixa_atraso_teste,1,2,donus_kitchen_credit.fidc_lp_rolagem_faixa_atraso_teste,1,152600
2022-08-11T15:10:42.226Z,,delta,f469cfdd-d2e3-4009-a2d3-6438778ee3f8,2023-01-08T15:43:41.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fidc_lp_rolagem_teste,1,2,donus_kitchen_credit.fidc_lp_rolagem_teste,1,4790
2022-08-03T16:32:08.090Z,,delta,a1bd61bc-68e5-41cd-a5bc-1a13855f6d3b,2023-01-08T15:43:51.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fidc_pdd_012022,1,2,donus_kitchen_credit.fidc_pdd_012022,1,480859
2022-08-03T16:43:28.518Z,,delta,8c096e96-9cca-4f28-a0b9-5e684162afdc,2023-01-08T15:44:00.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fidc_pdd_022022,1,2,donus_kitchen_credit.fidc_pdd_022022,1,941010
2022-08-03T16:50:36.663Z,,delta,e245e99b-23c8-46a3-ab8c-301518b33fa9,2023-01-08T15:44:07.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fidc_pdd_032022,1,2,donus_kitchen_credit.fidc_pdd_032022,1,791605
2022-08-03T16:53:57.354Z,,delta,0cffbaa1-ba73-47e8-948b-9071ca824be3,2023-01-08T15:44:17.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fidc_pdd_042022,1,2,donus_kitchen_credit.fidc_pdd_042022,1,1612714
2022-08-03T17:05:41.215Z,,delta,6844f82c-1bfd-498d-8554-c40b8a3b0af6,2023-01-08T15:44:21.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fidc_pdd_052022,1,2,donus_kitchen_credit.fidc_pdd_052022,1,1789726
2022-08-03T16:29:08.657Z,,delta,8e75add4-65b4-473b-af0d-2a9d5453162b,2023-01-08T15:44:26.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fidc_pdd_122021,1,2,donus_kitchen_credit.fidc_pdd_122021,1,1209999
2022-07-21T20:11:00.800Z,,delta,ae1266eb-e3e5-4260-af75-60387ce15061,2023-01-08T15:44:30.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fidc_pdd_30062022,1,2,donus_kitchen_credit.fidc_pdd_30062022,1,2332572
2023-01-09T12:30:36.203Z,,delta,e5893d89-233d-4f7c-8cde-d23039544f01,2023-01-09T12:30:40.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/finpass_prescreenings,1,2,donus_kitchen_credit.finpass_prescreenings,1,2584373
2022-10-06T01:24:15.628Z,,delta,dc8fee08-b251-4111-9357-7798e2be8af3,2023-01-08T15:44:40.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fluxo_caixa,1,2,donus_kitchen_credit.fluxo_caixa,1,38311
2022-09-23T14:45:24.498Z,,delta,543d8050-0a55-42c4-886e-45e240dabc30,2023-01-08T15:44:46.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fpd_lp,1,2,donus_kitchen_credit.fpd_lp,1,2936
2022-01-26T13:51:23.964Z,,delta,1f11f936-1e23-4410-975d-0026e3fb9554,2023-01-08T15:44:50.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/fpd_lp_btg,1,2,donus_kitchen_credit.fpd_lp_btg,1,2633
2023-01-09T14:44:47.158Z,,delta,89fa26d2-6032-4321-b561-94b0ba9a9be0,2023-01-09T14:48:37.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/full_dataset_ambev_invoice,1,2,donus_kitchen_credit.full_dataset_ambev_invoice,10,2069416539
2023-01-09T16:56:28.572Z,,delta,7b557ffe-25ef-4dcc-bb22-71864d8afeb8,2023-01-09T16:58:12.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/gold_kpi,1,2,donus_kitchen_credit.gold_kpi,1,492918
2021-11-11T07:43:08.409Z,,delta,15a65399-bda0-40d6-808a-6535c49cbeef,2023-01-08T15:44:55.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/gp10,1,2,donus_kitchen_credit.gp10,1,2626
2021-11-11T08:21:50.399Z,,delta,203e7b61-5974-47e0-9143-61625ab4fd8d,2023-01-08T15:44:59.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/gp2,1,2,donus_kitchen_credit.gp2,1,4847
2021-11-11T07:46:00.920Z,,delta,cdaaf15d-a727-44fc-aea9-4af6c78758a0,2023-01-08T15:45:04.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/gp20,1,2,donus_kitchen_credit.gp20,1,3178
2021-11-11T08:01:26.713Z,,delta,724ec3a9-cf34-4e53-9be2-303649d0a05d,2023-01-08T15:45:08.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/gp3,1,2,donus_kitchen_credit.gp3,1,4726
2021-11-11T07:48:09.028Z,,delta,39bbb546-1b5d-4652-bc22-1f88818991dc,2023-01-08T15:45:14.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/gp30,1,2,donus_kitchen_credit.gp30,1,3061
2021-11-11T10:00:50.137Z,,delta,a5f9c308-7b6f-47c1-ac8a-061f2479c09e,2023-01-08T15:45:18.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/gp4,1,2,donus_kitchen_credit.gp4,1,4867
2021-11-11T09:57:50.453Z,,delta,5575e433-b453-403c-bbe6-f4f7c66a70fe,2023-01-08T15:45:24.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/gp40,1,2,donus_kitchen_credit.gp40,1,3068
2023-01-03T09:36:29.856Z,,delta,860d8330-8659-42a6-853f-3e62daf219ec,2023-01-03T09:36:43.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/grouping_table,1,2,donus_kitchen_credit.grouping_table,1,64729
2021-11-11T08:26:58.328Z,,delta,1e6756e6-569b-430b-821d-94a1f8e131f5,2023-01-08T15:45:28.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/grupo1,1,2,donus_kitchen_credit.grupo1,1,4175
2021-11-08T09:12:48.038Z,,delta,313315f6-e4f3-4edc-833d-ea2165adea7f,2023-01-08T15:45:35.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/grupo1_raw,1,2,donus_kitchen_credit.grupo1_raw,1,7804
2021-11-11T08:50:54.859Z,,delta,3b57f4c8-ba8b-4ab3-a78b-71ee15d33dd4,2023-01-08T15:45:41.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/grupo2,1,2,donus_kitchen_credit.grupo2,1,4848
2021-11-05T19:38:23.192Z,,delta,fd3d13b6-20d6-4dac-bc70-fa72e5311c6e,2023-01-08T15:45:46.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/grupo2_raw,1,2,donus_kitchen_credit.grupo2_raw,1,2835553
2022-08-16T14:44:27.216Z,,delta,1d872a1f-2f8e-41d8-91dd-dee264e45738,2023-01-08T15:45:52.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/historical_accrual_aux_mes_parcela,1,2,donus_kitchen_credit.historical_accrual_aux_mes_parcela,1,12458
2022-08-16T14:44:20.288Z,,delta,6bd05f7b-4b39-4ba4-86f7-24d0b7264d44,2023-01-08T15:45:57.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/historical_accrual_aux_parcela,1,2,donus_kitchen_credit.historical_accrual_aux_parcela,1,11075
2022-08-16T14:45:08.406Z,,delta,6d1876b6-29d2-49b6-b7cd-8cc105a948a7,2023-01-08T15:47:10.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/historical_contract_duevalue_aux,1,2,donus_kitchen_credit.historical_contract_duevalue_aux,1,33795
2022-08-16T14:44:54.843Z,,delta,c30d8f83-c7b0-429f-a951-d4f45e477f37,2023-01-08T15:47:17.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/historical_contract_overdue_less_60_days,1,2,donus_kitchen_credit.historical_contract_overdue_less_60_days,1,22727
2022-08-16T14:44:32.555Z,,delta,6f284f4a-2c45-485c-b09a-2f78a36d290d,2023-01-08T15:47:22.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/historical_contract_overdue_more_60_days,1,2,donus_kitchen_credit.historical_contract_overdue_more_60_days,1,12105
2023-01-06T18:24:38.756Z,,delta,6da8131b-edbe-48b7-8dc5-842d07fc7ea4,2023-01-06T18:32:01.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen_credit/history_credit_wallet_invoice,1,2,donus_kitchen_credit.history_credit_wallet_invoice,9,2939392273
2022-12-09T11:16:49.819Z,,delta,9b848abc-31b0-4cb1-be01-f56165970073,2023-01-09T15:09:35.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen/wallet_account,1,2,donus_kitchen.wallet_account,1,13972531
2021-08-26T22:35:40.202Z,,delta,1bbc6cce-8af3-40a6-922b-3c25195c337a,2023-01-09T15:09:19.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen/wallet_account_view,1,2,donus_kitchen.wallet_account_view,1,14051818
2023-01-09T15:08:18.552Z,,delta,711a3a0c-c27f-4b0f-83e5-11f4fed6843d,2023-01-09T15:08:19.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen/wallet_atm,1,2,donus_kitchen.wallet_atm,1,15408
2023-01-09T15:08:57.838Z,,delta,468c4f75-358d-4ed9-907a-95f31b8ed531,2023-01-09T15:09:01.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen/wallet_balancetypes,1,2,donus_kitchen.wallet_balancetypes,1,5682
2021-12-08T15:03:03.045Z,,delta,568714cd-0e1d-4ceb-87cf-278f1957af97,2023-01-09T15:07:56.000Z,abfss://iguazu-datalake-kitchen@gblstorageiguazuprod001.dfs.core.windows.net/donus_kitchen/wallet_bankcashout,1,2,donus_kitchen.wallet_bankcashout,3,15555308
